player,position,lane_agility,shuttle_run,three_quarter_sprint,standing_vertical,max_vertical,bench_press,season,body_fat,hand_length,hand_width,height_shoes,standing_reach,weight,wingspan
Semi Ojeleye,SF-SG,10.58,3.07,3.16,35.0,40.5,19,2017.0,5.5,8.75,9.50,78.75,102.0,241.4,81.75
Cameron Oliver,PF,12.17,3.31,3.16,28.0,39.5,5,2017.0,7.7,9.50,10.25,80.25,106.5,238.6,85.25
Justin Patton,C,11.80,3.31,3.46,26.0,30.5,,2017.0,7.8,8.75,9.75,83.25,111.5,229.0,87.0
Alec Peters,PF,,,,,,,2017.0,8.8,8.75,10.00,80.75,105.0,232.0,82.75
Ivan Rabb,PF,12.68,3.23,3.35,28.5,32.5,3,2017.0,6.8,8.75,9.00,82.0,109.0,219.6,85.5
Davon Reed,SG-SF,11.37,3.21,3.34,28.5,36.0,12,2017.0,6.5,9.25,9.50,77.5,102.0,206.2,84.0
Devin Robinson,SF,12.85,3.61,3.23,35.5,41.5,10,2017.0,3.2,9.25,10.25,80.25,106.0,189.6,84.75
Kobi Simmons,PG,11.15,2.98,3.18,30.5,38.5,3,2017.0,5.0,8.50,9.50,76.5,99.0,166.2,78.0
Edmond Sumner,PG,,,,,,,2017.0,8.3,8.25,9.00,77.75,102.5,176.4,81.0
Caleb Swanigan,PF,,,,,,,2017.0,,9.50,10.25,80.5,108.0,245.6,87.0
Sindarius Thornwell,SG-SF,11.48,3.03,3.36,27.0,30.5,15,2017.0,7.8,8.75,8.75,76.75,103.0,211.6,82.0
Melo Trimble,PG,10.75,2.92,3.27,24.5,32.0,6,2017.0,10.6,8.00,8.75,74.5,95.5,195.2,74.0
Moritz Wagner,PF,12.00,2.98,3.35,25.5,32.5,,2017.0,6.7,8.75,10.75,83.25,108.0,231.2,84.0
Derrick Walton Jr.,PG,11.28,3.12,3.29,26.0,32.5,9,2017.0,5.8,8.00,8.50,72.75,95.0,188.6,74.5
Thomas Welsh,PF-C,,,,,,11,2017.0,10.9,9.00,10.50,84.5,109.5,254.0,84.0
Derrick White,PG,10.84,2.92,3.08,31.0,36.5,10,2017.0,6.2,8.25,8.50,76.5,101.5,189.8,79.5
Nigel Williams-Goss,PG,10.42,3.08,3.19,27.5,34.5,10,2017.0,5.6,8.75,9.25,75.0,99.0,190.2,79.25
D.J. Wilson,PF,,,,,,,2017.0,6.4,9.25,10.25,82.5,109.5,234.4,87.0
Omer Yurtseven,C,12.85,3.30,3.45,26.0,31.5,6,2017.0,7.6,9.00,10.50,83.75,108.5,248.4,85.0
Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10,2018.0,8.9,8.5,10.0,76.25,99.0,217.4,80.75
Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,,2018.0,5.55,8.25,10.0,76.5,97.0,198.0,79.25
Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0,2018.0,5.0,9.25,9.5,82.5,110.0,194.8,86.25
Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11,2018.0,7.95,9.5,10.0,84.25,112.5,273.8,91.0
Mohamed Bamba,C,,,,,,,2018.0,6.2,9.75,10.25,84.75,115.5,225.6,94.0
Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7,2018.0,11.65,8.0,8.25,74.25,96.5,207.6,75.5
Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11,2018.0,5.35,9.0,8.5,80.5,106.5,223.8,87.25
Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9,2018.0,4.0,8.5,9.25,78.75,102.0,200.2,81.0
Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0,2018.0,7.6,9.0,10.0,79.5,103.5,202.0,82.25
Miles Bridges,SF,,,,,,,2018.0,5.9,9.0,9.75,78.75,103.5,220.4,81.5
Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17,2018.0,3.75,8.5,8.5,77.0,98.5,194.6,81.0
Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5,2018.0,7.05,9.0,9.75,78.75,105.0,208.0,82.25
Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7,2018.0,6.7,8.25,9.25,74.25,96.0,198.4,76.0
Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0,2018.0,6.5,8.5,9.75,76.5,100.0,198.8,80.25
Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14,2018.0,4.15,9.25,8.5,73.5,95.0,196.2,76.25
Wendell Carter,C-PF,,,,,,,2018.0,7.85,8.5,9.0,82.0,109.0,251.4,88.5
Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12,2018.0,5.0,8.25,9.0,76.5,97.5,200.6,78.0
Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1,2018.0,4.45,8.75,9.0,78.0,103.0,197.0,83.5
Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6,2018.0,5.2,8.75,10.0,74.5,97.5,191.0,80.25
Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12,2018.0,6.3,8.5,9.25,72.0,94.5,195.6,78.25
Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8,2018.0,6.5,9.0,9.25,77.5,102.5,199.6,81.25
Keenan Evans,PG,,,,,,,2018.0,6.5,8.5,8.0,75.0,98.0,183.2,77.25
Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11,2018.0,5.25,9.5,10.0,81.75,109.0,233.2,88.25
Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0,2018.0,7.9,9.5,9.5,78.0,105.0,198.2,85.75
Shai Gilgeous-Alexander,PG,,,,,,,2018.0,3.0,9.0,9.0,78.0,104.0,180.0,83.5
Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14,2018.0,4.8,8.5,9.5,73.5,96.0,186.4,78.25
Isaac Haas,C,,,,,,,2018.0,12.55,10.0,10.5,86.75,111.5,303.0,89.0
Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6,2018.0,8.45,8.5,10.0,78.0,102.0,206.4,79.75
Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6,2018.0,5.0,8.0,8.0,74.75,98.0,179.0,77.5
Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4,2018.0,5.15,9.25,10.25,79.75,107.0,211.6,87.5
Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,,2018.0,6.4,8.75,8.5,72.75,97.0,187.0,79.5
Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9,2018.0,8.6,8.25,8.5,79.25,101.5,194.0,79.5
Jaren Jackson,PF-C,,,,,,,2018.0,7.2,10.0,10.0,83.25,110.0,236.0,89.25
Justin Jackson,PF,,,,,,,2018.0,8.9,9.0,9.5,78.75,105.0,229.4,87.0
Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8,2018.0,8.1,8.5,9.75,80.0,103.0,216.6,80.75
George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15,2018.0,7.25,9.0,10.25,78.0,101.5,218.6,83.5
Kevin Knox,SF,,,,,,,2018.0,4.95,8.75,9.25,81.0,108.0,212.6,83.75
Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12,2018.0,7.35,9.25,10.0,79.5,106.5,246.0,84.0
Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6,2018.0,7.0,8.5,8.75,78.0,101.5,195.8,82.0
Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4,2018.0,5.45,8.5,9.0,78.0,102.5,188.6,82.25
Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18,2018.0,8.1,9.25,10.0,80.5,107.5,246.2,84.5
Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9,2018.0,8.7,9.75,9.5,84.5,110.5,250.4,86.0
DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1,2018.0,5.2,8.5,9.5,75.25,99.5,193.2,80.5
Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5,2018.0,5.05,9.0,9.25,81.5,108.0,219.6,84.5
Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2,2018.0,6.8,8.75,9.5,77.5,99.5,207.2,84.75
Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4,2018.0,8.45,8.25,9.5,79.75,100.0,211.6,76.75
Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,,2018.0,6.25,8.5,9.5,75.25,98.5,189.2,77.5
Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12,2018.0,5.2,9.0,9.75,76.5,102.0,210.8,84.0
Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7,2018.0,7.35,9.0,9.0,78.75,103.5,211.2,82.75
Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9,2018.0,13.85,8.75,9.5,83.5,109.0,236.0,84.25
Michael Porter,SF-PF,,,,,,,2018.0,6.4,8.75,9.25,82.75,108.5,211.0,84.25
Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0,2018.0,5.45,9.25,9.5,82.5,108.0,222.4,86.0
Jerome Robinson,SG,,,,,,,2018.0,6.05,9.0,10.0,77.0,98.0,188.4,79.25
Collin Sexton,PG,,,,,,,2018.0,5.6,8.25,8.5,73.5,98.5,183.0,79.25
Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8,2018.0,4.85,8.0,9.0,77.25,100.0,188.6,78.75
Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1,2018.0,7.7,8.75,9.0,75.25,99.5,183.2,81.25
Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10,2018.0,6.05,8.75,8.25,76.0,100.0,198.6,81.75
Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12,2018.0,5.55,9.25,9.0,82.25,109.0,215.4,88.75
Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8,2018.0,13.75,9.0,9.0,81.25,107.5,253.8,86.0
Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14,2018.0,6.4,8.75,9.25,75.75,101.0,198.8,82.5
Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12,2018.0,7.0,8.5,9.5,77.75,98.0,204.2,80.75
Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11,2018.0,4.95,8.25,10.5,77.25,98.0,198.0,78.75
Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8,2018.0,6.75,9.0,10.75,83.5,108.0,241.4,84.0
Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12,2018.0,5.65,9.0,9.5,76.5,99.5,196.2,82.25
PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3,2018.0,6.85,9.0,10.25,80.0,107.0,223.0,86.5
Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14,2018.0,5.0,9.75,10.25,82.0,111.0,249.4,89.0
Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1,2018.0,5.15,8.75,9.25,79.5,103.5,205.0,82.25
Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14,2018.0,5.95,8.5,9.75,79.5,103.5,200.4,79.25
Trae Young,PG,,,,,,,2018.0,5.35,8.0,9.25,73.75,95.5,177.8,75.0
